year,actual,predicted
2016,214.69999999999996,185.79800000000003
2016,176.69999999999996,172.4639999999999
2016,193.9,171.25900000000004
2016,216.0,133.4480000000001
2016,161.7,159.00099999999986
2016,206.1,200.65599999999995
2016,0.0,124.52899999999998
2016,204.69999999999996,193.766
2016,202.19999999999996,173.1930000000002
2016,0.0,156.744
2016,201.30000000000004,185.68300000000002
2016,156.0,89.98
2016,198.5,159.13799999999992
2016,208.6,178.90799999999987
2016,159.5,165.20499999999996
2016,135.2,145.95399999999995
2016,177.1,137.62899999999996
2016,154.0,102.594
2016,208.0,173.5469999999999
2016,134.6,118.081
2016,189.0,178.148
2016,199.0,149.68400000000003
2016,204.6,165.8630000000001
2016,199.0,165.836
2016,147.8,121.28599999999994
2016,212.30000000000004,159.8640000000001
2016,149.8,140.7479999999999
2016,202.1,160.31300000000007
2016,185.5,158.766
2016,171.19999999999996,141.639
2016,197.0,154.86800000000017
2016,0.0,165.06799999999996
2016,0.0,159.28099999999992
2016,211.30000000000004,172.98100000000014
2016,199.19999999999996,169.891
2016,149.1,129.48399999999995
2016,189.19999999999996,198.4899999999998
2016,205.5,189.60599999999985
2016,188.4,141.47199999999998
2016,142.7,145.37800000000001
2016,210.6,183.06400000000002
2016,156.4,127.67199999999994
2016,191.80000000000004,163.9839999999999
2016,198.0,132.31000000000003
2016,198.5,144.58399999999995
2016,147.6,86.11399999999996
2016,204.69999999999996,176.55199999999994
2016,194.6,163.40500000000011
2016,0.0,112.35599999999991
2016,200.30000000000004,191.49699999999993
2016,107.8,103.70299999999999
2016,0.0,154.76299999999995
2016,232.80000000000004,179.43900000000002
2016,197.5,155.24399999999991
2016,203.9,168.95100000000002
2016,115.8,114.99199999999998
2016,204.80000000000004,124.805
2016,184.5,166.63600000000008
2016,173.30000000000004,123.46300000000002
2016,159.2,172.02699999999993
2016,158.7,139.70299999999997
2016,205.1,159.09499999999989
2016,198.5,186.91299999999984
2016,180.80000000000004,154.81699999999995
2016,149.2,142.82099999999997
2016,210.69999999999996,198.10699999999994
2016,173.9,138.05299999999997
2016,128.6,108.17499999999998
2016,203.0,160.139
2016,211.19999999999996,193.7709999999999
2016,142.2,113.69099999999997
2016,177.6,159.2029999999999
2016,185.5,141.932
2016,178.80000000000004,151.29199999999994
2016,180.0,123.93799999999992
2016,236.0,172.79300000000003
2016,165.0,176.22300000000007
2016,161.2,159.14499999999998
2016,190.30000000000004,169.52100000000002
2016,199.80000000000004,165.416
2016,200.30000000000004,182.50900000000004
2016,165.8,162.88299999999992
2016,209.19999999999996,169.29700000000005
2016,210.0,151.29399999999998
2016,212.19999999999996,199.7069999999999
2016,206.1,156.75500000000014
2016,215.30000000000004,149.872
2016,179.5,142.06899999999993
2016,136.6,106.943
2016,188.0,105.94400000000002
2016,186.30000000000004,121.20999999999991
2016,214.30000000000004,140.16700000000006
2016,0.0,59.44299999999998
2016,158.8,158.29200000000012
2016,222.1,176.1620000000001
2016,144.0,157.62299999999985
2016,211.5,176.2660000000001
2016,0.0,164.164
2016,213.19999999999996,185.45499999999993
2016,199.1,194.33099999999985
2016,0.0,113.03899999999996
2016,186.5,142.90200000000002
2016,216.0,189.84
2016,161.1,136.21799999999996
2016,173.19999999999996,103.93799999999997
2016,146.5,105.15100000000001
2016,202.30000000000004,156.10100000000008
2016,159.9,156.27899999999997
2016,180.1,144.39300000000006
2016,208.4,170.827
2016,210.80000000000004,152.04700000000005
2016,197.80000000000004,174.84799999999996
2016,211.9,156.94300000000007
2016,210.4,172.7040000000001
2016,179.5,155.99400000000003
2016,174.5,149.55799999999988
2016,175.30000000000004,108.854
2016,160.5,126.64399999999992
2016,218.1,146.42399999999995
2016,213.5,185.75599999999994
2016,208.19999999999996,180.58699999999993
2016,206.4,172.8250000000002
2016,196.9,117.18299999999994
2016,144.6,109.57199999999992
2016,182.80000000000004,138.015
2016,135.1,143.43300000000002
2016,109.09999999999998,62.20499999999999
2016,171.9,163.96699999999987
2016,162.3,123.53099999999989
2016,141.5,118.91799999999999
2016,215.30000000000004,186.55699999999996
2016,0.0,43.51599999999999
2016,203.69999999999996,166.94400000000007
2016,0.0,32.595
2016,183.0,115.62199999999999
2016,169.0,151.47700000000003
2016,200.0,187.58599999999996
2016,201.1,198.86799999999985
2016,214.6,178.6829999999999
2016,144.6,146.10999999999999
2016,202.0,156.82100000000014
2016,149.8,42.951000000000015
2016,0.0,24.393000000000008
2016,188.69999999999996,111.72999999999993
2016,177.4,157.765
2016,189.6,152.57399999999996
2016,206.80000000000004,193.63499999999996
2016,181.1,157.50099999999992
2016,197.9,129.15800000000002
2016,181.1,127.8769999999999
2016,213.5,139.29700000000003
2016,200.80000000000004,183.36399999999995
2016,149.2,152.9510000000001
2016,148.8,106.46099999999996
2016,209.30000000000004,152.09500000000003
2016,210.69999999999996,183.95300000000003
2016,158.4,75.39399999999998
2016,203.1,133.32000000000002
2016,126.90000000000002,81.09499999999997
2016,147.9,174.01100000000002
2016,208.4,188.7069999999998
2016,127.3,132.54199999999994
2016,195.9,179.90200000000002
2016,140.5,85.69899999999998
2016,150.0,133.99500000000012
2016,116.8,113.42199999999994
2016,143.3,138.46700000000007
2016,204.0,185.89999999999998
2016,193.6,121.27399999999997
2016,167.3,158.6449999999999
2016,184.6,154.68399999999997
2016,162.1,95.807
2016,189.0,150.53599999999994
2016,205.6,178.09900000000013
2016,160.7,130.12399999999997
2016,169.7,163.56699999999995
2016,0.0,124.03599999999997
2016,0.0,58.218999999999994
2016,196.9,180.97299999999996
2016,205.6,139.01600000000005
2016,219.69999999999996,169.64800000000005
2016,121.7,121.715
2016,207.30000000000004,200.2189999999999
2016,166.0,150.53199999999998
2016,160.9,146.87699999999992
2016,112.59999999999998,100.65600000000003
2016,150.6,129.895
2016,210.30000000000004,178.28000000000014
2016,218.69999999999996,199.15399999999988
2016,0.0,121.59599999999999
2016,147.0,156.98499999999993
2016,199.9,176.45300000000015
2016,172.4,154.27999999999992
2016,164.1,150.45999999999998
2016,206.9,194.26999999999987
2016,229.19999999999996,174.40000000000015
2016,198.19999999999996,172.2320000000001
2016,167.2,159.962
2016,174.6,133.88099999999991
2016,158.2,125.62100000000005
2016,200.19999999999996,150.381
2016,140.3,146.22899999999996
2016,177.30000000000004,159.91399999999987
2016,157.9,137.80999999999997
2016,204.69999999999996,151.07100000000008
2016,0.0,46.51199999999998
2016,178.9,156.52799999999988
2016,190.6,192.68999999999988
2016,206.6,155.88800000000018
2016,164.8,165.435
2016,225.9,190.70399999999998
2016,163.6,178.394
2016,163.9,119.13799999999988
2016,121.5,65.043
2016,100.3,65.41499999999995
2016,167.2,155.71699999999998
2016,160.7,128.73699999999997
2016,207.30000000000004,153.09000000000012
2016,213.80000000000004,186.55000000000007
2016,207.9,158.06300000000007
2016,0.0,136.39600000000002
2016,165.0,154.32199999999995
2016,154.7,82.07999999999998
2016,210.6,169.71600000000018
2016,157.1,137.75699999999995
2016,181.69999999999996,158.24599999999992
2016,191.5,185.96499999999986
2016,156.6,117.69499999999998
2016,0.0,52.424
2016,134.1,110.35
2016,200.19999999999996,193.3839999999999
2016,0.0,95.06999999999998
2016,146.4,112.52199999999998
2016,193.30000000000004,123.89300000000004
2016,225.69999999999996,149.19200000000012
2016,192.69999999999996,144.0469999999999
2016,116.7,134.56600000000006
2016,0.0,82.15199999999997
2016,0.0,3.68
2016,40.4,57.152
2016,72.4,91.90899999999999
2016,212.19999999999996,180.57800000000003
2016,128.7,71.36099999999999
2016,205.6,185.99599999999995
2016,0.0,59.38199999999999
2016,128.2,39.11200000000001
2016,138.0,94.116
2016,0.0,71.66899999999998
2016,0.0,3.9610000000000003
2016,0.0,65.72899999999998
2016,199.80000000000004,177.95200000000006
2016,199.19999999999996,169.05599999999995
2016,215.6,184.62600000000003
2016,0.0,119.20099999999998
2016,154.8,129.19
2016,0.0,83.08499999999998
2016,153.1,62.29200000000002
2016,0.0,20.061
2016,130.1,110.02299999999994
2016,0.0,62.70099999999998
2016,0.0,2.05
2016,0.0,38.254999999999995
2016,154.9,160.03699999999992
2016,0.0,26.075000000000003
2016,0.0,167.78199999999998
2016,0.0,31.722
2016,162.2,139.615
2016,118.09999999999998,57.658999999999985
2016,122.2,118.07500000000003
2016,131.0,103.35499999999998
2016,141.6,115.51099999999995
2016,124.7,134.37799999999993
2016,0.0,86.38699999999997
2016,152.6,58.782999999999994
2016,193.4,185.75
2016,138.2,97.24699999999999
2016,157.4,62.73700000000001
2016,0.0,46.16699999999999
2016,0.0,90.376
2016,183.5,156.25100000000012
2016,154.2,127.01299999999998
2016,208.6,180.93900000000005
2016,214.5,179.571
2016,0.0,10.855
2016,215.6,191.86300000000003
2016,178.4,161.45999999999998
2016,0.0,28.735999999999994
2016,0.0,158.13099999999997
2016,0.0,31.282000000000004
2016,170.0,19.493
2016,0.0,69.414
2016,0.0,59.54799999999997
2016,0.0,52.10699999999999
2016,0.0,61.11699999999999
2016,0.0,49.97999999999999
2016,0.0,69.00299999999999
2016,210.80000000000004,157.841
2016,131.5,159.00700000000012
2016,214.9,193.17499999999984
2016,0.0,42.327000000000005
2016,138.7,142.26399999999995
2016,107.40000000000002,104.375
2016,50.70000000000001,77.79799999999996
2016,0.0,71.20100000000001
2016,93.90000000000002,132.80599999999998
2016,113.40000000000002,61.30199999999998
2016,172.0,166.09699999999998
2016,206.80000000000004,110.94000000000001
2016,81.8,71.707
2016,0.0,21.747
2016,132.6,65.53
2016,146.2,62.50099999999998
2016,0.0,60.209999999999994
2016,0.0,83.54599999999999
2016,198.6,172.48500000000007
2016,0.0,36.45400000000001
2016,111.09999999999998,96.83100000000005
2016,0.0,92.881
2016,186.6,166.41400000000002
2016,180.1,178.733
2016,124.3,49.210999999999984
2016,0.0,5.723
2016,90.09999999999998,47.10499999999999
2016,189.4,106.55199999999999
2016,214.69999999999996,193.45600000000005
2016,155.4,39.181
2016,0.0,62.97999999999998
2016,0.0,67.05399999999997
2016,0.0,104.04900000000002
2016,138.0,116.56699999999995
2016,0.0,95.35900000000001
2016,147.3,86.68199999999999
2016,219.4,150.026
2016,200.9,189.18199999999987
2016,0.0,69.44
2016,0.0,67.193
2016,163.0,44.812000000000005
2016,0.0,25.057000000000002
2016,0.0,85.65500000000006
2016,0.0,85.36399999999999
2016,0.0,157.39299999999992
2016,144.8,125.85499999999995
2016,0.0,50.272999999999996
2016,0.0,67.951
2016,142.1,85.57999999999998
2016,195.5,165.8290000000001
2016,223.30000000000004,180.518
2016,218.1,190.71000000000004
2016,0.0,6.761000000000001
2016,111.40000000000002,68.21600000000001
2016,127.09999999999998,133.92600000000004
2016,0.0,41.82899999999999
2016,185.4,75.40199999999999
2016,0.0,34.391999999999996
2016,159.4,148.89599999999996
2016,139.0,116.10699999999999
2016,136.9,136.704
2016,195.1,177.17400000000015
2016,0.0,37.68
2016,131.4,93.87000000000002
2016,0.0,59.413000000000004
2016,115.59999999999998,106.52900000000004
2016,138.5,113.028
2016,0.0,62.995
2016,160.7,94.82399999999998
2016,204.0,197.3019999999998
2016,175.4,118.574
2016,0.0,3.05
2016,156.5,128.739
2016,0.0,127.17600000000006
2016,144.6,85.48599999999999
2016,144.9,159.55
2016,0.0,120.24799999999996
2016,165.3,151.23699999999988
2016,101.09999999999998,39.39099999999999
2016,130.6,106.17499999999997
2016,101.2,32.823
2016,121.8,113.00200000000001
2016,157.2,89.07599999999996
2016,142.9,131.67600000000002
2016,194.19999999999996,69.584
2016,122.3,66.972
2016,128.3,79.194
2016,157.9,111.35399999999989
2016,0.0,163.01899999999983
2016,187.4,153.5469999999999
2016,203.69999999999996,197.56199999999998
2016,196.0,134.317
2016,202.5,184.14299999999994
2016,185.69999999999996,180.23699999999997
2016,188.80000000000004,184.23699999999997
2016,185.80000000000004,160.73
2016,196.30000000000004,178.98899999999995
2016,0.0,113.71999999999997
2016,209.0,189.39999999999992
2016,0.0,38.813
2016,203.19999999999996,174.5160000000001
2016,186.9,157.32399999999996
2016,0.0,77.634
2016,0.0,10.99
2016,187.69999999999996,30.274
2016,212.4,163.63899999999987
2016,0.0,91.39999999999998
2016,0.0,28.980999999999995
2016,128.8,86.15000000000002
2016,123.5,118.861
2016,101.8,55.396
2016,0.0,38.292
2016,207.6,174.6529999999999
2016,0.0,52.53800000000001
2016,175.6,157.05400000000003
2016,0.0,87.92900000000003
2016,108.90000000000002,88.43699999999998
2016,182.30000000000004,143.1710000000001
2016,0.0,59.93999999999999
2016,0.0,27.401
2016,0.0,125.40699999999997
2016,0.0,13.014000000000001
2016,231.9,192.671
2016,168.3,109.733
2016,202.30000000000004,166.8060000000002
2016,210.19999999999996,194.32200000000012
2016,0.0,89.57299999999998
2016,193.1,179.26300000000003
2016,0.0,0.0
2016,0.0,29.122999999999998
2016,0.0,68.47800000000002
2016,0.0,75.518
2016,0.0,25.398000000000007
2016,0.0,36.62
2016,0.0,94.58500000000002
2016,221.19999999999996,77.70699999999997
2016,198.4,58.31900000000002
2016,192.9,113.86999999999996
2016,0.0,1.6840000000000002
2016,0.0,22.201000000000004
2016,0.0,13.661000000000001
2016,0.0,48.233000000000004
2016,200.0,44.76300000000001
2016,191.5,76.19400000000002
2016,197.5,150.24100000000007
2016,0.0,112.03099999999999
2016,0.0,42.26599999999999
2016,137.4,90.41499999999998
2016,204.9,167.4520000000002
2016,0.0,153.85799999999995
2016,107.8,93.411
2016,0.0,16.554000000000002
2016,117.0,108.78799999999997
2016,136.7,108.445
2016,127.8,75.863
2016,139.8,86.61200000000004
2016,193.6,194.1070000000001
2016,159.2,72.201
2016,0.0,106.49099999999994
2016,129.3,69.708
2016,64.2,39.92300000000001
2016,146.4,88.014
2016,163.0,109.29999999999997
2016,207.9,173.25099999999998
2016,203.9,149.06500000000003
2016,131.5,88.00699999999995
2016,95.40000000000002,48.291000000000004
2016,114.5,103.48600000000002
2016,0.0,36.379
2016,207.0,161.04600000000016
2016,154.2,113.987
2016,0.0,35.01599999999999
2016,0.0,169.8309999999999
2019,136.0,91.865
2019,202.69999999999996,199.3819999999999
2019,151.7,119.46099999999998
2019,0.0,154.62399999999997
2019,0.0,129.82299999999998
2019,0.0,119.18600000000002
2019,179.5,154.52600000000004
2019,209.80000000000004,192.54799999999992
2019,196.69999999999996,168.81099999999998
2019,182.5,181.78200000000015
2019,198.19999999999996,192.14899999999997
2019,183.6,163.805
2019,200.5,200.03299999999996
2019,169.7,86.47599999999998
2019,193.30000000000004,190.421
2019,201.4,197.09
2019,178.69999999999996,149.18000000000006
2019,223.69999999999996,178.63099999999994
2019,216.4,190.06900000000013
2019,181.30000000000004,161.8869999999999
2019,203.0,201.25700000000003
2019,0.0,6.436
2019,129.9,113.84
2019,175.4,159.09199999999993
2019,148.1,161.60799999999998
2019,198.69999999999996,187.03799999999998
2019,172.5,134.59599999999992
2019,0.0,185.453
2019,0.0,130.79299999999995
2019,190.4,121.10499999999995
2019,200.19999999999996,199.1049999999999
2019,202.9,201.66699999999994
2019,204.5,200.10899999999995
2019,176.9,117.37
2019,0.0,95.98100000000004
2019,170.0,147.38199999999995
2019,0.0,115.73899999999998
2019,0.0,196.64699999999996
2019,0.0,62.31799999999999
2019,0.0,83.91799999999999
2019,172.0,113.065
2019,196.19999999999996,172.81799999999996
2019,129.0,42.40700000000001
2019,152.6,197.99200000000002
2019,0.0,141.19199999999992
2019,204.4,198.84400000000002
2019,131.9,116.43799999999999
2019,145.1,111.34300000000002
2019,198.80000000000004,199.75
2019,0.0,104.95700000000001
2019,0.0,159.87499999999997
2019,118.90000000000002,98.94399999999996
2019,0.0,166.32699999999994
2019,188.80000000000004,171.21299999999988
2019,156.4,114.90800000000007
2019,194.19999999999996,180.93799999999985
2019,158.8,118.17000000000002
2019,0.0,190.64399999999995
2019,150.7,108.37500000000001
2019,177.0,114.51899999999999
2019,136.0,150.12699999999992
2019,174.0,107.64599999999999
2019,192.19999999999996,112.86299999999996
2019,0.0,40.50599999999999
2019,0.0,178.10600000000002
2019,0.0,148.21099999999998
2019,0.0,126.41599999999993
2019,175.80000000000004,139.30899999999986
2019,170.0,86.93399999999998
2019,0.0,131.997
2019,0.0,11.626000000000001
2019,165.0,98.705
2019,188.9,175.02599999999987
2019,0.0,84.87199999999997
2019,183.5,116.023
2019,0.0,12.088999999999999
2019,159.0,145.00200000000007
2019,129.3,111.52499999999998
2019,0.0,79.18899999999995
2019,0.0,11.463
2019,162.7,157.74399999999994
2019,147.8,121.54699999999997
2019,209.30000000000004,200.847
2019,163.5,114.05999999999999
2019,200.30000000000004,196.9299999999999
2019,0.0,129.922
2019,193.69999999999996,199.30900000000008
2019,191.80000000000004,201.718
2019,208.9,200.694
2019,180.19999999999996,174.84699999999998
2019,212.1,191.1469999999999
2019,0.0,145.31900000000002
2019,0.0,119.339
2019,185.5,199.83300000000003
2019,170.4,142.81599999999997
2019,197.5,179.7149999999999
2019,196.1,202.17799999999997
2019,179.1,133.07699999999994
2019,234.69999999999996,188.9479999999999
2019,161.0,195.33499999999995
2019,219.69999999999996,199.56299999999985
2019,195.0,164.88299999999995
2019,198.80000000000004,188.884
2019,209.5,199.34099999999987
2019,0.0,37.67
2019,197.0,191.16499999999985
2019,179.9,130.51400000000004
2019,0.0,95.47600000000003
2019,111.40000000000002,81.18699999999998
2019,129.0,104.41600000000003
2019,0.0,133.624
2019,168.2,119.00599999999997
2019,0.0,22.551
2019,147.4,33.97100000000001
2019,127.5,73.89500000000002
2019,0.0,59.495
2019,0.0,106.38600000000001
2019,173.6,171.35900000000012
2019,0.0,129.52
2019,174.6,107.26099999999997
2019,190.80000000000004,190.11399999999992
2019,158.3,110.51100000000002
2019,144.2,81.82400000000001
2019,147.7,125.79899999999999
2019,132.9,158.35499999999993
2019,194.80000000000004,199.90999999999997
2019,164.8,124.78800000000003
2019,212.5,199.59299999999988
2019,160.0,128.061
2019,176.30000000000004,121.68000000000008
2019,0.0,121.48099999999998
2019,181.9,134.43899999999996
2019,164.5,123.39899999999997
2019,134.0,115.53300000000004
2019,194.19999999999996,191.75000000000003
2019,0.0,122.91199999999998
2019,198.69999999999996,191.45900000000006
2019,0.0,194.40400000000005
2019,0.0,143.54300000000003
2019,190.6,170.11699999999993
2019,157.2,163.77999999999992
2019,185.5,180.97299999999993
2019,205.1,203.082
2019,218.9,203.30599999999998
2019,122.2,109.50300000000004
2019,180.4,130.11499999999995
2019,0.0,106.34199999999997
2019,135.4,113.08399999999992
2019,184.4,147.70999999999998
2019,167.4,116.40199999999997
2019,171.69999999999996,114.72499999999998
2019,0.0,114.19799999999998
2019,177.80000000000004,196.0749999999999
2019,167.4,117.75599999999999
2019,174.1,144.07899999999992
2019,167.6,129.91099999999997
2019,176.5,169.55300000000003
2019,0.0,139.63000000000002
2019,178.69999999999996,140.07999999999998
2019,187.19999999999996,151.58999999999992
2019,172.30000000000004,76.82700000000001
2019,166.8,131.054
2019,216.0,199.18400000000005
2019,197.6,203.8710000000001
2019,178.80000000000004,197.08599999999998
2019,96.09999999999998,89.56999999999996
2019,181.4,201.14899999999992
2019,0.0,111.79099999999995
2019,167.4,90.85999999999999
2019,98.0,104.55599999999997
2019,194.1,201.78599999999994
2019,0.0,28.745
2019,98.3,104.743
2019,156.2,147.55800000000002
2019,0.0,76.921
2019,167.3,90.03700000000002
2019,0.0,123.54699999999998
2019,119.7,103.83799999999998
2019,0.0,129.919
2019,0.0,116.81199999999997
2019,205.80000000000004,176.64799999999988
2019,147.6,115.6719999999999
2019,187.69999999999996,160.24700000000007
2019,0.0,129.19000000000003
2019,135.0,129.00800000000007
2019,123.09999999999998,125.85800000000005
2019,0.0,125.32699999999996
2019,171.9,132.98100000000002
2019,184.4,113.28800000000001
2019,0.0,120.90800000000011
2019,130.9,133.03799999999995
2019,109.2,122.07700000000001
2019,198.30000000000004,116.5019999999999
2019,0.0,138.48099999999994
2019,68.0,62.87100000000001
2019,191.80000000000004,160.082
2019,86.0,91.59600000000005
2019,145.4,98.86800000000001
2019,155.9,114.35499999999996
2019,185.0,102.09700000000002
2019,0.0,80.84200000000001
2019,118.09999999999998,98.566
2019,192.0,197.7969999999999
2019,0.0,120.35899999999998
2019,0.0,117.93100000000004
2019,0.0,80.94900000000003
2019,0.0,36.12
2019,153.8,118.31400000000005
2019,188.1,196.18199999999996
2019,0.0,116.34700000000004
2019,0.0,109.80799999999998
2019,130.5,59.098999999999975
2019,132.5,107.46899999999997
2019,180.1,87.78399999999999
2019,112.7,89.711
2019,0.0,153.92300000000006
2019,132.5,116.31200000000007
2019,191.19999999999996,200.6
2019,0.0,168.121
2019,0.0,132.63599999999997
2019,199.69999999999996,186.47000000000003
2019,110.40000000000002,127.37800000000004
2019,84.8,71.68700000000001
2019,0.0,105.74000000000002
2019,0.0,139.36500000000007
2019,193.4,145.16700000000003
2019,144.4,131.61799999999997
2019,137.6,54.68800000000001
2019,140.7,130.33
2019,101.0,95.02399999999994
2019,0.0,149.91199999999998
2019,0.0,89.57700000000003
2019,0.0,125.80999999999999
2019,147.9,108.94899999999998
2019,155.6,133.24300000000005
2019,82.7,48.99600000000001
2019,0.0,63.70900000000002
2019,169.0,195.06699999999998
2019,0.0,47.958
2019,184.9,155.22099999999998
2019,0.0,104.35600000000004
2019,106.40000000000002,127.56499999999993
2019,153.1,129.004
2019,123.09999999999998,61.05699999999999
2019,0.0,75.50800000000001
2019,189.4,171.74199999999993
2019,0.0,72.98900000000003
2019,100.09999999999998,87.29000000000002
2019,0.0,129.36800000000008
2019,98.2,82.91600000000003
2019,120.8,40.059999999999995
2019,132.5,41.40800000000001
2019,193.6,197.40399999999997
2019,0.0,141.86800000000002
2019,0.0,177.56099999999992
2019,0.0,124.06899999999995
2019,0.0,130.7249999999999
2019,188.80000000000004,201.36599999999996
2019,124.0,16.373
2019,161.6,137.15200000000002
2019,0.0,94.42800000000003
2019,139.0,107.75800000000005
2019,146.3,122.90400000000001
2019,122.0,12.360999999999999
2019,168.6,196.56999999999994
2019,173.0,142.96
2019,172.0,90.005
2019,187.0,198.91100000000003
2019,0.0,102.99699999999997
2019,0.0,131.06899999999987
2019,0.0,22.170000000000005
2019,0.0,191.72700000000003
2019,0.0,111.04600000000003
2019,0.0,91.465
2019,155.2,134.08399999999997
2019,123.59999999999998,88.91199999999995
2019,175.80000000000004,157.65499999999992
2019,120.59999999999998,83.71600000000001
2019,113.0,132.09800000000004
2019,0.0,155.96800000000002
2019,108.3,64.13200000000002
2019,0.0,13.213
2019,166.2,101.65499999999994
2019,167.5,130.50600000000006
2019,173.9,112.148
2019,135.0,113.50100000000002
2019,0.0,132.63500000000002
2019,0.0,97.75699999999999
2019,185.0,139.951
2019,0.0,38.172999999999995
